id,date_posted,district,okrug,lat,lon,total_area,living_area,kitchen_area,rooms,floor,total_floors,building_year,building_type,ceiling_height,has_balcony,renovation,metro_station,metro_line,metro_distance_min,metro_distance_type,to_center_km,price_rub,price_per_sqm,mortgage_rate_at_listing,seller_type
S046983,2024-12-13,Severnoye Butovo,YuZAO,55.58775,37.58189,60.7,38.3,8.4,2,1,5,2010,monolith,2.7,True,no_renovation,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,86,transport,18.64,10684000,176000,23.5,agency
S046984,2021-04-06,Begovoy,SAO,55.78963,37.53849,52.2,32.4,6.6,1,11,12,1935,stalin,3.5,True,cosmetic,Begovaya,Tagansko-Krasnopresnenskaya,19,transport,6.5,14805000,283800,11.0,agency
S046985,2021-04-20,Donskoy,YuAO,55.7076,37.61908,70.3,45.8,6.5,2,10,22,1963,khrushchev,2.5,True,no_renovation,Park Kultury,Koltsevaya,35,walk,5.15,10570000,150400,11.0,agency
S046986,2023-07-08,Kotlovka,YuZAO,55.68451,37.59641,86.4,54.8,9.7,3,5,5,1967,panel,2.7,True,no_renovation,Nagornaya,Serpukhovsko-Timiryazevskaya,14,walk,7.87,16853000,195100,15.5,agency
S046987,2023-01-20,Ochakovo-Matveyevskoye,ZAO,55.6747,37.46073,84.5,56.9,17.6,3,1,9,1946,stalin,3.5,True,cosmetic,Prospekt Vernadskogo,Sokolnicheskaya,36,walk,13.34,18851000,223100,10.0,agency
S046988,2020-11-30,Krasnoselsky,CAO,55.77653,37.68201,56.4,35.6,10.9,1,16,22,2017,modern_panel,2.8,True,designer,Lubyanka,Sokolnicheskaya,39,walk,4.58,19396000,344000,6.75,owner
S046989,2022-11-28,Orekhovo-Borisovo Yuzhnoye,YuAO,55.63073,37.68395,60.5,35.0,14.0,1,7,17,1959,khrushchev,2.5,True,euro,Tulskaya,Serpukhovsko-Timiryazevskaya,53,transport,14.26,6498000,107300,10.0,owner
S046990,2020-09-29,Novofyodorovskoye,TAO,55.32055,36.97134,104.4,63.4,16.6,5,5,5,1967,khrushchev,2.8,True,no_renovation,Profsoyuznaya,Kaluzhsko-Rizhskaya,228,transport,63.18,3404000,32600,6.75,agency
S046991,2021-01-29,Klyonovskoye,TAO,55.26096,37.47737,86.3,54.8,8.7,3,1,5,2019,monolith,2.7,True,euro,Tretyakovskaya,Kalininskaya,221,transport,55.55,4195000,48600,6.75,owner
S046992,2021-01-07,Biryulyovo Zapadnoye,YuAO,55.59311,37.6433,73.6,40.8,16.4,3,3,17,2003,monolith,2.5,True,no_renovation,Yuzhnaya,Serpukhovsko-Timiryazevskaya,18,transport,17.93,9503000,129200,6.75,agency
S046993,2024-02-26,Filimonkovskoye,NAO,55.58623,37.36863,53.7,36.1,7.7,1,17,17,1986,panel,2.7,True,cosmetic,Krasnopresnenskaya,Koltsevaya,107,transport,24.45,4570000,85100,18.5,agency
S046994,2025-03-26,Yaroslavsky,SVAO,55.86929,37.69419,58.9,34.8,10.9,2,11,12,2024,modern_panel,2.7,False,cosmetic,Prospekt Vernadskogo,Sokolnicheskaya,109,transport,13.63,7306000,124000,23.5,owner
S046995,2022-10-28,Biryulyovo Zapadnoye,YuAO,55.58998,37.65353,61.4,37.8,10.7,2,6,22,1946,stalin,3.5,True,designer,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,81,transport,18.34,12258000,199800,10.0,owner
S046996,2024-07-07,Severnoye Medvedkovo,SVAO,55.8886,37.65088,41.5,25.7,8.0,1,17,17,1994,panel,2.5,False,cosmetic,Smolenskaya (F),Filyovskaya,72,transport,15.1,5588000,134600,18.5,agency
S046997,2021-04-15,Zyablikovo,YuAO,55.61109,37.73324,63.7,41.5,9.7,2,6,9,1935,stalin,3.0,True,cosmetic,Novye Cheryomushki,Kaluzhsko-Rizhskaya,56,transport,17.37,8511000,133600,11.0,agency
S046998,2022-04-20,Nagatino-Sadovniki,YuAO,55.67926,37.68271,49.8,31.3,13.6,2,3,5,2013,monolith,2.7,True,cosmetic,Tekstilshchiki,Tagansko-Krasnopresnenskaya,25,transport,9.16,8635000,173400,12.0,owner
S046999,2024-03-14,Golovinsky,SAO,55.83411,37.48344,120.1,82.4,12.5,5,7,17,1966,khrushchev,2.5,True,cosmetic,Voykovskaya,Zamoskvoretskaya,33,transport,12.38,17937000,149400,18.5,owner
S047000,2024-08-29,Metrogorodok,VAO,55.84417,37.76615,84.3,53.6,12.2,3,4,5,1952,brick,3.2,True,cosmetic,Semyonovskaya,Arbatsko-Pokrovskaya,22,transport,13.54,15478000,183600,18.5,agency
S047001,2025-11-04,Shchapovskoye,TAO,55.37017,37.47363,91.0,58.3,15.9,3,2,9,2009,modern_panel,2.5,True,designer,Kakhovskaya,Bolshaya Koltsevaya,128,transport,43.66,7918000,87000,19.5,owner
S047002,2021-08-02,Begovoy,SAO,55.79446,37.57377,65.9,40.3,11.7,2,14,17,1994,panel,2.7,True,cosmetic,Tverskaya,Zamoskvoretskaya,24,transport,5.38,12284000,186300,11.0,owner
S047003,2021-11-29,Babushkinsky,SVAO,55.87264,37.70704,60.3,34.7,10.1,2,10,12,2012,monolith,2.7,True,euro,Okhotny Ryad,Sokolnicheskaya,54,transport,14.26,10028000,166300,11.0,agency
S047004,2026-02-23,Aeroport,SAO,55.79763,37.53887,75.7,42.4,10.6,3,5,9,1972,khrushchev,2.7,True,euro,Sokol,Zamoskvoretskaya,17,transport,7.06,20685000,273400,19.5,agency
S047005,2022-03-20,Shcherbinka,NAO,55.50791,37.56518,58.5,33.2,8.0,1,5,12,1954,stalin,3.2,True,cosmetic,Shosse Entuziastov,Kalininskaya,127,transport,27.58,6517000,111500,22.5,owner
S047006,2024-09-14,Khoroshyovo-Mnyovniki,SZAO,55.76743,37.4809,74.6,42.0,6.2,2,4,17,1972,khrushchev,2.7,True,cosmetic,Leninsky Prospekt,Kaluzhsko-Rizhskaya,46,transport,8.88,14691000,196800,18.5,agency
S047007,2025-04-08,Kuntsevo,ZAO,55.73276,37.43654,41.8,25.4,7.9,1,12,12,1966,panel,2.7,True,cosmetic,Partizanskaya,Arbatsko-Pokrovskaya,91,transport,11.77,8189000,195900,23.5,owner
S047008,2023-09-27,Meshchansky,CAO,55.79296,37.6426,31.6,19.3,9.8,1,7,17,2012,monolith,2.5,True,cosmetic,Aleksandrovsky Sad,Filyovskaya,19,transport,4.55,14570000,460700,15.5,agency
S047009,2023-02-14,Losinoostrovsky,SVAO,55.88719,37.74125,48.2,31.3,8.9,1,3,9,1944,stalin,3.0,True,euro,Kropotkinskaya,Sokolnicheskaya,67,transport,16.62,10034000,208200,10.0,agency
S047010,2025-04-01,Butyrsky,SVAO,55.79723,37.57148,101.0,68.7,15.6,5,12,25,2021,monolith,2.5,False,euro,Voykovskaya,Zamoskvoretskaya,32,transport,5.72,27665000,273900,23.5,owner
S047011,2021-04-27,Filimonkovskoye,NAO,55.55228,37.3832,80.4,53.1,12.0,3,6,9,1970,khrushchev,3.0,True,cosmetic,Teatralnaya,Zamoskvoretskaya,112,transport,26.92,5418000,67400,11.0,agency
S047012,2023-08-05,Troitsk,TAO,55.47605,37.31336,62.8,36.1,9.8,2,3,9,1978,brick,2.7,False,cosmetic,Pervomayskaya,Arbatsko-Pokrovskaya,192,transport,36.43,5064000,80600,15.5,agency
S047013,2022-05-23,Altufyevsky,SVAO,55.88447,37.58624,61.3,39.7,13.5,2,8,9,2007,brick,2.7,True,no_renovation,Trubnaya,Lyublinsko-Dmitrovskaya,61,transport,14.68,7844000,128000,12.0,owner
S047014,2020-12-05,Chertanovo Tsentralnoye,YuAO,55.6343,37.6302,58.9,32.9,11.2,2,1,12,2009,modern_panel,2.5,False,cosmetic,Kantemirovskaya,Zamoskvoretskaya,18,transport,13.31,7048000,119600,6.75,agency
S047015,2023-06-28,Novokosino,VAO,55.73567,37.84658,65.1,36.8,9.3,2,1,5,1974,panel,3.0,False,designer,Filyovsky Park,Filyovskaya,101,transport,14.28,10334000,158700,10.0,agency
S047016,2020-04-25,Akademichesky,YuZAO,55.67736,37.58592,39.1,26.1,9.4,1,8,9,1966,khrushchev,3.0,False,euro,Kakhovskaya,Bolshaya Koltsevaya,20,transport,8.79,6411000,163900,6.75,agency
S047017,2024-04-07,Biryulyovo Vostochnoye,YuAO,55.60642,37.71498,90.7,62.3,14.0,3,7,22,1984,brick,2.5,True,cosmetic,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,28,transport,17.43,12785000,141000,18.5,agency
S047018,2021-08-29,Krasnoselsky,CAO,55.77906,37.67604,57.9,38.1,9.2,2,1,9,2010,modern_panel,2.7,False,cosmetic,Mayakovskaya,Zamoskvoretskaya,22,transport,4.45,16345000,282200,11.0,owner
S047019,2021-02-18,Timiryazevsky,SAO,55.82916,37.55717,52.6,30.6,15.5,2,3,9,2018,modern_panel,2.7,True,euro,Oktyabrskaya,Koltsevaya,42,transport,9.27,8619000,164000,6.75,owner
S047020,2022-01-04,Arbat,CAO,55.74239,37.61616,59.3,37.1,7.8,2,20,22,2020,modern_panel,2.5,True,no_renovation,Smolenskaya (F),Filyovskaya,14,walk,1.31,24755000,417500,22.5,owner
S047021,2022-01-30,Marfino,SVAO,55.86151,37.58752,62.8,42.4,12.2,2,2,9,2023,monolith,2.7,True,cosmetic,VDNKh,Kaluzhsko-Rizhskaya,23,transport,12.15,10514000,167500,22.5,agency
S047022,2025-01-18,Troparyovo-Nikulino,ZAO,55.64509,37.47013,53.3,30.0,15.7,2,4,5,1958,khrushchev,2.7,True,no_renovation,Troparyovo,Sokolnicheskaya,11,walk,15.35,13420000,252000,23.5,agency
S047023,2024-07-21,Pokrovskoye-Streshnevo,SZAO,55.82754,37.47117,97.8,65.3,14.4,4,2,9,2004,modern_panel,2.7,True,cosmetic,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,90,transport,12.43,21293000,217600,18.5,agency
S047024,2023-02-14,Shcherbinka,NAO,55.5235,37.54121,67.3,45.7,12.7,2,2,17,2018,monolith,2.8,True,cosmetic,Rechnoy Vokzal,Zamoskvoretskaya,165,transport,26.1,9038000,134300,10.0,owner
S047025,2021-10-02,Orekhovo-Borisovo Yuzhnoye,YuAO,55.64809,37.71984,54.5,34.1,11.6,1,3,9,2007,monolith,2.5,True,no_renovation,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,48,transport,13.3,5921000,108700,11.0,agency
S047026,2021-09-18,Rostokino,SVAO,55.84876,37.64753,48.9,31.6,12.1,1,15,22,2015,monolith,2.7,True,cosmetic,Chekhovskaya,Serpukhovsko-Timiryazevskaya,42,transport,10.68,6999000,143200,11.0,agency
S047027,2022-12-30,Orekhovo-Borisovo Yuzhnoye,YuAO,55.63324,37.71384,69.7,38.5,11.6,2,1,5,2013,monolith,2.5,True,cosmetic,Yuzhnaya,Serpukhovsko-Timiryazevskaya,36,transport,14.63,8697000,124800,10.0,agency
S047028,2021-11-09,Ryazanovskoye,NAO,55.47823,37.5053,53.9,29.9,14.5,2,4,12,1968,khrushchev,2.7,True,no_renovation,Kakhovskaya,Bolshaya Koltsevaya,90,transport,31.5,3526000,65400,11.0,owner
S047029,2022-10-13,Krasnoselsky,CAO,55.76537,37.63541,81.5,50.9,15.1,3,4,9,2008,modern_panel,2.7,False,cosmetic,Komsomolskaya,Koltsevaya,7,walk,1.57,37393000,459000,10.0,agency
S047030,2021-07-09,Voronovskoye,TAO,55.29325,37.21493,50.0,33.5,9.6,1,2,22,2017,modern_panel,2.8,True,cosmetic,Kantemirovskaya,Zamoskvoretskaya,195,transport,57.24,2791000,55800,11.0,agency
S047031,2023-11-16,Gagarinsky,YuZAO,55.72209,37.58459,86.4,47.8,16.4,4,12,25,1996,brick,3.0,True,euro,Leninsky Prospekt,Kaluzhsko-Rizhskaya,10,walk,4.2,37660000,435800,15.5,agency
S047032,2020-08-06,Aeroport,SAO,55.81262,37.53173,87.2,60.8,13.7,4,16,22,1966,khrushchev,3.0,True,euro,Vystavochnaya,Filyovskaya,30,transport,8.58,13211000,151600,6.75,agency
S047033,2020-06-05,Khoroshyovo-Mnyovniki,SZAO,55.79664,37.48215,68.8,42.3,15.5,3,7,22,1968,khrushchev,2.7,True,no_renovation,Molodyozhnaya,Arbatsko-Pokrovskaya,28,transport,9.89,8923000,129700,6.75,owner
S047034,2022-02-02,Zyuzino,YuZAO,55.63423,37.55104,117.8,73.9,11.9,5,2,5,2008,monolith,2.7,True,no_renovation,Turgenevskaya,Kaluzhsko-Rizhskaya,59,transport,14.01,25505000,216500,22.5,agency
S047035,2022-09-14,Vnukovskoye,NAO,55.64913,37.31472,48.5,31.8,12.8,1,5,9,2021,modern_panel,2.5,True,euro,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,108,transport,22.44,7018000,144700,12.0,owner
S047036,2023-02-02,Novofyodorovskoye,TAO,55.35826,36.92381,66.6,40.6,8.9,2,7,22,1968,khrushchev,2.7,True,cosmetic,Shabolovskaya,Kaluzhsko-Rizhskaya,247,transport,62.1,3134000,47000,10.0,agency
S047037,2021-02-11,Sosenskoye,NAO,55.5588,37.40501,101.4,57.4,14.6,5,2,5,2019,monolith,2.5,True,cosmetic,Aleksandrovsky Sad,Filyovskaya,106,transport,25.57,10339000,102000,6.75,agency
S047038,2023-08-03,Filyovsky Park,ZAO,55.75292,37.49541,70.2,40.3,6.9,2,2,9,1969,panel,2.7,True,euro,Fili,Filyovskaya,26,transport,7.85,17726000,252700,15.5,agency
S047039,2022-01-25,Tsaritsyno,YuAO,55.63206,37.68875,87.5,59.7,14.5,4,3,5,2012,monolith,2.7,True,no_renovation,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,71,transport,14.2,11845000,135400,22.5,agency
S047040,2022-09-26,Chertanovo Severnoye,YuAO,55.64799,37.62766,80.9,55.1,11.9,3,10,25,1960,khrushchev,2.5,True,cosmetic,Kakhovskaya,Bolshaya Koltsevaya,15,walk,11.78,12777000,157900,12.0,agency
S047041,2025-12-20,Orekhovo-Borisovo Yuzhnoye,YuAO,55.62977,37.72856,105.5,61.3,16.9,5,3,5,1977,panel,2.7,False,cosmetic,Park Pobedy,Arbatsko-Pokrovskaya,81,transport,15.37,14399000,136500,19.5,owner
S047042,2024-10-26,Khoroshyovo-Mnyovniki,SZAO,55.77184,37.45581,85.3,57.1,12.0,2,4,5,2010,brick,3.2,True,euro,Sokolniki,Sokolnicheskaya,56,transport,10.51,25414000,297800,23.5,agency
S047043,2020-08-11,Begovoy,SAO,55.78499,37.57032,102.6,68.3,14.4,4,5,9,2003,brick,2.8,False,euro,Sokolniki,Sokolnicheskaya,35,transport,4.68,18499000,180200,6.75,owner
S047044,2022-12-17,Klyonovskoye,TAO,55.23853,37.4953,71.6,39.6,12.8,3,3,5,1969,khrushchev,2.8,True,cosmetic,Profsoyuznaya,Kaluzhsko-Rizhskaya,189,transport,57.85,3130000,43700,10.0,agency
S047045,2024-09-06,Pokrovskoye-Streshnevo,SZAO,55.80771,37.45184,59.6,41.6,9.3,1,1,9,1979,panel,3.0,True,euro,Rechnoy Vokzal,Zamoskvoretskaya,19,transport,12.14,14928000,250400,18.5,agency
S047046,2024-11-19,Biryulyovo Zapadnoye,YuAO,55.599,37.65112,48.2,28.0,8.0,1,1,9,1991,brick,2.5,False,euro,Fili,Filyovskaya,79,transport,17.33,6543000,135700,23.5,agency
S047047,2022-05-15,Losinoostrovsky,SVAO,55.86995,37.71505,70.2,45.6,12.9,3,3,9,2008,modern_panel,3.0,False,no_renovation,Kitay-Gorod,Kaluzhsko-Rizhskaya,61,transport,14.18,8466000,120600,12.0,agency
S047048,2021-12-27,Krasnopakhorskoye,TAO,55.44578,37.28839,61.3,40.4,9.8,2,9,22,2013,modern_panel,2.5,True,euro,Sapyornoye Pole,Bolshaya Koltsevaya,171,transport,40.12,4330000,70600,11.0,agency
S047049,2022-01-01,Preobrazhenskoye,VAO,55.79686,37.74118,58.5,40.3,8.6,2,9,17,2003,modern_panel,2.8,True,euro,Preobrazhenskaya Ploshchad,Sokolnicheskaya,4,walk,8.92,15608000,266600,22.5,agency
S047050,2025-09-21,Kotlovka,YuZAO,55.64377,37.59897,39.4,27.3,12.9,1,4,9,1959,khrushchev,3.0,True,euro,Park Kultury,Koltsevaya,31,transport,12.32,8299000,210400,19.5,agency
S047051,2023-04-08,Strogino,SZAO,55.81239,37.40309,73.1,40.4,14.9,2,23,25,1972,khrushchev,2.8,True,no_renovation,Strogino,Arbatsko-Pokrovskaya,4,walk,15.09,18831000,257500,10.0,agency
S047052,2022-05-02,Khoroshyovsky,SAO,55.76533,37.55984,78.8,50.1,13.3,4,2,17,1971,khrushchev,2.8,True,designer,Rechnoy Vokzal,Zamoskvoretskaya,41,transport,4.02,20073000,254900,12.0,agency
S047053,2024-07-23,Chertanovo Severnoye,YuAO,55.67654,37.63552,44.6,30.3,12.7,1,3,9,2023,monolith,2.5,True,cosmetic,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,10,walk,8.65,11125000,249600,18.5,agency
S047054,2024-11-28,Obruchevsky,YuZAO,55.64813,37.53256,46.5,28.8,6.9,1,21,22,2007,monolith,2.7,True,no_renovation,Prospekt Vernadskogo,Sokolnicheskaya,19,transport,13.0,12294000,264500,23.5,agency
S047055,2024-01-13,Akademichesky,YuZAO,55.68224,37.56795,46.7,25.7,9.0,1,15,22,1959,khrushchev,3.0,True,cosmetic,Leninsky Prospekt,Kaluzhsko-Rizhskaya,29,transport,8.63,9856000,211100,18.5,agency
S047056,2025-07-16,Moskovsky,NAO,55.59324,37.31786,78.3,46.4,13.5,3,5,17,2019,modern_panel,2.8,True,cosmetic,Tyoply Stan,Kaluzhsko-Rizhskaya,44,transport,26.08,9386000,119900,19.5,owner
S047057,2021-05-16,Kurkino,SZAO,55.89653,37.40302,79.9,53.2,11.4,3,12,25,1976,panel,2.8,False,no_renovation,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,74,transport,20.89,12846000,160800,11.0,agency
S047058,2021-08-21,Khoroshyovo-Mnyovniki,SZAO,55.79686,37.47385,87.1,57.0,16.5,4,6,9,1958,khrushchev,2.7,False,cosmetic,Dostoevskaya,Lyublinsko-Dmitrovskaya,44,transport,10.36,13422000,154100,11.0,agency
S047059,2020-11-06,Presnensky,CAO,55.76615,37.592,57.0,35.9,7.5,1,5,12,2020,monolith,2.8,True,euro,Mayakovskaya,Zamoskvoretskaya,16,walk,2.26,29669000,520600,6.75,agency
S047060,2022-12-15,Arbat,CAO,55.75668,37.61351,56.5,33.7,12.0,2,21,25,1974,panel,2.7,True,cosmetic,Sportivnaya,Sokolnicheskaya,23,transport,0.55,23606000,417600,10.0,agency
S047061,2021-09-18,Severnoye Izmaylovo,VAO,55.81161,37.79348,73.8,44.0,13.1,3,9,9,2001,modern_panel,2.5,True,no_renovation,Shchyolkovskaya,Arbatsko-Pokrovskaya,9,walk,12.56,10985000,148800,11.0,agency
S047062,2025-07-27,Desyonovskoye,NAO,55.51698,37.4759,47.3,26.7,14.4,1,2,17,2009,modern_panel,2.8,False,designer,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,116,transport,27.87,6827000,144500,19.5,agency
S047063,2021-08-22,Voykovsky,SAO,55.83081,37.49988,71.2,44.6,11.1,2,2,5,1952,brick,2.7,True,euro,Kuznetsky Most,Tagansko-Krasnopresnenskaya,48,transport,11.41,14182000,199100,11.0,owner
S047064,2023-10-12,Severnoye Tushino,SZAO,55.85798,37.44447,48.4,33.7,6.4,1,8,12,1992,panel,2.7,False,cosmetic,Rechnoy Vokzal,Zamoskvoretskaya,33,transport,15.98,8044000,166400,15.5,agency
S047065,2023-02-23,Mitino,SZAO,55.82946,37.37114,52.2,34.4,12.5,2,1,22,1994,panel,2.8,True,euro,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,11,walk,17.72,12611000,241600,10.0,owner
S047066,2024-03-18,Sviblovo,SVAO,55.85766,37.6169,83.6,58.5,10.2,3,1,5,2018,modern_panel,2.8,True,cosmetic,Semyonovskaya,Arbatsko-Pokrovskaya,43,transport,11.54,12618000,150900,18.5,owner
S047067,2024-05-28,Biryulyovo Vostochnoye,YuAO,55.59867,37.67807,62.8,43.3,11.0,2,1,12,1984,panel,2.8,True,designer,Arbatskaya (F),Filyovskaya,81,transport,17.63,10252000,163200,18.5,agency
S047068,2020-12-08,Shcherbinka,NAO,55.50829,37.54277,43.7,26.7,6.0,1,8,17,1962,brick,2.7,True,no_renovation,Partizanskaya,Arbatsko-Pokrovskaya,143,transport,27.75,3341000,76500,6.75,agency
S047069,2022-01-26,Lomonosovsky,YuZAO,55.70717,37.54567,84.6,54.8,11.0,3,1,5,1970,khrushchev,2.8,False,no_renovation,Yugo-Zapadnaya,Sokolnicheskaya,27,transport,7.01,15216000,180000,22.5,agency
S047070,2025-06-21,Tyoply Stan,YuZAO,55.60287,37.43726,78.5,46.6,11.5,3,4,9,1983,panel,2.5,True,cosmetic,Tyoply Stan,Kaluzhsko-Rizhskaya,17,transport,20.36,16882000,215100,23.5,owner
S047071,2021-10-14,Obruchevsky,YuZAO,55.66403,37.51651,66.6,44.1,8.6,2,2,5,2012,modern_panel,2.8,False,euro,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,49,transport,11.94,15689000,235600,11.0,agency
S047072,2020-08-16,Biryulyovo Vostochnoye,YuAO,55.61791,37.67813,46.0,25.8,8.5,1,1,9,2004,modern_panel,2.7,True,cosmetic,Perovo,Kalininskaya,87,transport,15.54,3829000,83300,6.75,agency
S047073,2022-08-27,Koptevo,SAO,55.84296,37.53665,90.6,57.8,12.6,4,3,9,2010,monolith,3.0,True,euro,Voykovskaya,Zamoskvoretskaya,20,transport,11.21,21253000,234600,12.0,agency
S047074,2023-04-06,Begovoy,SAO,55.77175,37.55761,44.5,26.0,6.0,1,5,12,1963,brick,2.7,False,designer,Sapyornoye Pole,Bolshaya Koltsevaya,8,walk,4.42,16424000,369200,10.0,agency
S047075,2023-03-26,Nagatinsky Zaton,YuAO,55.67634,37.68548,80.2,48.1,12.3,2,12,22,2006,modern_panel,3.0,True,euro,Belorusskaya,Koltsevaya,57,transport,9.53,15587000,194400,10.0,agency
S047076,2020-12-26,Nagorny,YuAO,55.65991,37.60797,62.0,37.9,8.4,2,7,9,2002,monolith,2.5,True,designer,Novye Cheryomushki,Kaluzhsko-Rizhskaya,24,transport,10.48,14595000,235400,6.75,owner
S047077,2025-02-06,Sokolinaya Gora,VAO,55.789,37.72862,66.1,45.1,6.0,1,4,17,2018,modern_panel,3.0,True,cosmetic,Partizanskaya,Arbatsko-Pokrovskaya,18,walk,7.79,14193000,214600,23.5,agency
S047078,2023-08-15,Chertanovo Severnoye,YuAO,55.6487,37.60474,59.1,39.0,6.6,1,2,5,1994,brick,2.8,False,no_renovation,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,37,transport,11.74,7290000,123400,15.5,agency
S047079,2025-10-28,Voronovskoye,TAO,55.28786,37.20682,62.3,40.4,9.5,2,11,22,1985,panel,3.0,True,cosmetic,Tulskaya,Serpukhovsko-Timiryazevskaya,216,transport,58.0,3347000,53700,19.5,owner
S047080,2023-08-06,Savyolovsky,SAO,55.81385,37.57332,80.4,55.0,8.1,2,4,5,1950,brick,2.7,True,cosmetic,Polezhaevskaya,Tagansko-Krasnopresnenskaya,24,transport,7.3,22532000,280300,15.5,owner
S047081,2020-10-13,Moskovsky,NAO,55.6067,37.35164,61.6,42.9,14.8,2,7,22,2006,modern_panel,3.0,True,euro,Dostoevskaya,Lyublinsko-Dmitrovskaya,106,transport,23.51,6137000,99700,6.75,owner
S047082,2024-02-25,Voronovskoye,TAO,55.29357,37.21917,40.6,24.1,10.2,1,9,9,1995,brick,2.5,True,cosmetic,Aleksandrovsky Sad,Filyovskaya,230,transport,57.09,2398000,59000,18.5,agency
S047083,2024-02-08,Metrogorodok,VAO,55.81735,37.75347,66.1,45.8,7.9,1,1,5,1985,panel,2.7,True,cosmetic,Semyonovskaya,Arbatsko-Pokrovskaya,22,transport,10.89,9731000,147300,18.5,agency
S047084,2022-09-22,Voykovsky,SAO,55.81626,37.50295,88.1,56.9,14.0,4,2,5,1969,brick,3.2,True,euro,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,24,transport,10.12,21725000,246600,12.0,owner
S047085,2021-08-17,Ostankinsky,SVAO,55.83326,37.63003,50.0,33.8,13.6,1,10,25,2019,modern_panel,3.2,False,cosmetic,VDNKh,Kaluzhsko-Rizhskaya,13,walk,8.84,10517000,210200,11.0,agency
S047086,2025-05-02,Lomonosovsky,YuZAO,55.69532,37.55267,77.6,43.2,12.8,2,1,9,1994,brick,2.5,True,cosmetic,Leninsky Prospekt,Kaluzhsko-Rizhskaya,36,walk,7.79,20888000,269300,23.5,owner
S047087,2021-09-01,Biryulyovo Zapadnoye,YuAO,55.5771,37.66734,43.2,27.1,11.9,1,11,17,1965,khrushchev,2.7,True,euro,Yasenevo,Kaluzhsko-Rizhskaya,34,transport,19.87,5110000,118200,11.0,agency
S047088,2025-01-06,Arbat,CAO,55.75574,37.57935,94.1,52.1,9.6,4,2,5,2020,monolith,2.8,True,euro,Taganskaya,Koltsevaya,19,transport,2.6,59857000,636200,23.5,agency
S047089,2025-11-21,Voykovsky,SAO,55.80234,37.52212,61.2,36.1,16.0,3,2,9,2011,monolith,2.8,True,cosmetic,Sokol,Zamoskvoretskaya,24,transport,8.19,14290000,233500,19.5,agency
S047090,2024-10-03,Kotlovka,YuZAO,55.65579,37.59288,62.2,40.0,11.6,2,2,17,1965,brick,2.7,True,designer,Nagornaya,Serpukhovsko-Timiryazevskaya,14,walk,11.05,23436000,377100,23.5,owner
S047091,2023-09-01,Zelenograd,ZelAO,55.96613,37.18078,71.2,43.9,16.3,2,2,9,1989,panel,2.8,True,cosmetic,Okhotny Ryad,Sokolnicheskaya,150,transport,36.21,6480000,91000,15.5,agency
S047092,2024-01-13,Lomonosovsky,YuZAO,55.6828,37.54058,59.2,38.7,8.8,2,1,9,1936,stalin,3.2,False,designer,Profsoyuznaya,Kaluzhsko-Rizhskaya,25,transport,9.37,27609000,466200,18.5,agency
S047093,2025-06-11,Pokrovskoye-Streshnevo,SZAO,55.79561,37.46313,59.9,41.0,12.9,1,14,25,2001,modern_panel,2.5,False,designer,Kutuzovskaya,Filyovskaya,45,transport,10.9,15143000,252700,23.5,agency
S047094,2024-02-25,Marushkinskoye,NAO,55.5733,37.24089,86.7,50.0,11.0,3,5,5,2017,modern_panel,3.0,True,no_renovation,Troparyovo,Sokolnicheskaya,76,transport,31.16,6300000,72700,18.5,agency
S047095,2021-12-22,Ryazanovskoye,NAO,55.46909,37.53512,70.6,40.6,10.7,2,4,5,2009,modern_panel,3.0,True,cosmetic,Yuzhnaya,Serpukhovsko-Timiryazevskaya,73,transport,32.12,5638000,79900,11.0,agency
S047096,2020-06-26,Bogorodskoye,VAO,55.83786,37.7008,59.2,36.9,9.1,1,21,22,2023,monolith,2.8,True,cosmetic,Kitay-Gorod,Kaluzhsko-Rizhskaya,38,transport,10.59,6492000,109700,6.75,owner
S047097,2023-12-23,Altufyevsky,SVAO,55.90855,37.6006,56.2,36.1,10.1,1,2,12,1977,panel,2.5,True,cosmetic,Novogireyevo,Kalininskaya,86,transport,17.24,7740000,137800,15.5,agency
S047098,2023-08-23,Konkovo,YuZAO,55.61881,37.51839,72.3,46.3,7.9,2,7,9,1936,stalin,3.0,True,euro,Ugreshskaya,MCC,57,transport,16.34,19015000,263000,15.5,owner
S047099,2021-02-15,Filyovsky Park,ZAO,55.75374,37.45969,63.3,37.2,10.8,2,19,22,2017,modern_panel,3.2,True,euro,Delovoy Tsentr,MCC,20,transport,10.08,17158000,271300,6.75,agency
